data;geracao
2021-03-09;22.800505
2021-03-10;22.552554
2021-03-11;22.650977
2021-03-12;24.610789
2021-03-13;23.385074
2021-03-14;22.283641
2021-03-15;25.520534
2021-03-16;26.367289
2021-03-17;26.320802
2021-03-18;23.570869
2021-03-19;24.86559
2021-03-20;24.385729
2021-03-21;21.788135
2021-03-22;25.289817
2021-03-23;25.577923
2021-03-24;24.198052
2021-03-25;25.690906
2021-03-26;26.77906
2021-03-27;25.573357
2021-03-28;22.859116
2021-03-29;26.085947
2021-03-30;24.42221
2021-03-31;23.172344
2021-04-01;24.904785
2021-04-02;23.391967
2021-04-03;23.425123
2021-04-04;23.39971
2021-04-05;26.973379
2021-04-06;26.797877
2021-04-07;27.248485
2021-04-08;27.235706
2021-04-09;21.803793
2021-04-10;20.761694
2021-04-11;20.123899
2021-04-12;21.2443
2021-04-13;21.890969
2021-04-14;20.609232
2021-04-15;21.364868
2021-04-16;20.581133
2021-04-17;20.145404
2021-04-18;17.46739
2021-04-19;21.261752
2021-04-20;22.617271
2021-04-21;21.192697
2021-04-22;20.567382
2021-04-23;20.506039
2021-04-24;18.820461
2021-04-25;18.355305
2021-04-26;21.82629
2021-04-27;22.944148
2021-04-28;23.961859
2021-04-29;20.559234
2021-04-30;24.23467
2021-05-01;19.950997
2021-05-02;21.007086
2021-05-03;23.364333
2021-05-04;22.913229
2021-05-05;23.85542
2021-05-06;24.881838
2021-05-07;25.1714
2021-05-08;20.263204
2021-05-09;19.182708
2021-05-10;21.323935
2021-05-11;21.295823
2021-05-12;20.215235
2021-05-13;21.009405
2021-05-14;21.480271
2021-05-15;19.805673
2021-05-16;18.088276
2021-05-17;20.008076
2021-05-18;21.711468
2021-05-19;21.528842
2021-05-20;25.085692
2021-05-21;25.124596
2021-05-22;24.794134
2021-05-23;20.487876
2021-05-24;24.532939
2021-05-25;24.583325
2021-05-26;24.725825
2021-05-27;24.752843
2021-05-28;25.027724
2021-05-29;25.150822
2021-05-30;23.331644
2021-05-31;24.36052
2021-06-01;22.408397
2021-06-02;24.490846
2021-06-03;25.384644
2021-06-04;26.283818
2021-06-05;25.23669
2021-06-06;25.999123
2021-06-07;25.739112
2021-06-08;26.145476
2021-06-09;26.056331
2021-06-10;26.089686
2021-06-11;26.111743
2021-06-12;25.020766
2021-06-13;24.217967
2021-06-14;24.019264
2021-06-15;25.13234
2021-06-16;25.068985
2021-06-17;25.720228
2021-06-18;26.070853
2021-06-19;24.158062
2021-06-20;23.57286
2021-06-21;25.317842
2021-06-22;23.59825
2021-06-23;26.261064
2021-06-24;21.873045
2021-06-25;24.587697
2021-06-26;28.368907
2021-06-27;26.465526
2021-06-28;28.896851
2021-06-29;28.758995
2021-06-30;28.965368
2021-07-01;28.977685
2021-07-02;28.329011
2021-07-03;26.191957
2021-07-04;25.185521
2021-07-05;27.976678
2021-07-06;29.912472
2021-07-07;28.717168
2021-07-08;28.62163
2021-07-09;28.762049
2021-07-10;28.729092
2021-07-11;28.876909
2021-07-12;28.817467
2021-07-13;29.328019
2021-07-14;28.67397
2021-07-15;28.940171
2021-07-16;28.986744
2021-07-17;30.556245
2021-07-18;29.431022
2021-07-19;28.918519
2021-07-20;28.91049
2021-07-21;28.647296
2021-07-22;28.774096
2021-07-23;29.023534
2021-07-24;21.892259
2021-07-25;24.650554
2021-07-26;28.739505
2021-07-27;29.003129
2021-07-28;28.779091
2021-07-29;28.217164
2021-07-30;28.494226
2021-07-31;28.408902
2021-08-01;28.517708
2021-08-02;28.68518
2021-08-03;30.593401
2021-08-04;30.331454
2021-08-05;30.364641
2021-08-06;29.783028
2021-08-07;29.567201
2021-08-08;28.639141
2021-08-09;29.683208
2021-08-10;30.150066
2021-08-11;30.41494
2021-08-12;30.420651
2021-08-13;30.736477
2021-08-14;29.821013
2021-08-15;29.222712
2021-08-16;29.33922
2021-08-17;30.027497
2021-08-18;29.934656
2021-08-19;30.303495
2021-08-20;30.243234
2021-08-21;23.847657
2021-08-22;24.696551
2021-08-23;27.118468
2021-08-24;27.136133
2021-08-25;26.731849
2021-08-26;26.666377
2021-08-27;26.617743
2021-08-28;27.134267
2021-08-29;26.499983
2021-08-30;28.126376
2021-08-31;28.325913
2021-09-01;28.180737
2021-09-02;28.252073
2021-09-03;28.069572
2021-09-04;27.456967
2021-09-05;26.448312
2021-09-06;26.966746
2021-09-07;27.015706
2021-09-08;27.434482
2021-09-09;26.772105
2021-09-10;26.721372
2021-09-11;27.037379
2021-09-12;24.493372
2021-09-13;27.0194
2021-09-14;26.694318
2021-09-15;27.136761
2021-09-16;28.041323
2021-09-17;28.107548
2021-09-18;23.841031
2021-09-19;23.276179
2021-09-20;23.572144
2021-09-21;25.554118
2021-09-22;27.361304
2021-09-23;27.187713
2021-09-24;25.074927
2021-09-25;25.685208
2021-09-26;24.285812
2021-09-27;25.566881
2021-09-28;25.621539
2021-09-29;25.59359
2021-09-30;22.466073
2021-10-01;26.148707
2021-10-02;21.93869
2021-10-03;20.200572
2021-10-04;21.819966
2021-10-05;23.14812
2021-10-06;26.030742
2021-10-07;23.609967
2021-10-08;26.374461
2021-10-09;28.575979
2021-10-10;27.097972
2021-10-11;28.143214
2021-10-12;28.438315
2021-10-13;29.000375
2021-10-14;29.044525
2021-10-15;28.661109
2021-10-16;28.363216
2021-10-17;27.121159
2021-10-18;29.58932
2021-10-19;29.300834
2021-10-20;29.229894
2021-10-21;29.349305
2021-10-22;29.483013
2021-10-23;28.61415
2021-10-24;27.061795
2021-10-25;28.33639
2021-10-26;28.312254
2021-10-27;28.106268
2021-10-28;26.488652
2021-10-29;27.76935
2021-10-30;26.335388
2021-10-31;26.661702
2021-11-01;28.354347
2021-11-02;28.231204
2021-11-03;29.246233
2021-11-04;30.397736
2021-11-05;29.650116
2021-11-06;30.624156
2021-11-07;26.922115
2021-11-08;30.103053
2021-11-09;29.29461
2021-11-10;29.225342
2021-11-11;30.36506
2021-11-12;30.044247
2021-11-13;30.358853
2021-11-14;28.251287
2021-11-15;29.685297
2021-11-16;30.078636
2021-11-17;30.299484
2021-11-18;30.141613
2021-11-19;29.562873
2021-11-20;29.913904
2021-11-21;27.741706
2021-11-22;29.681267
2021-11-23;28.970383
2021-11-24;24.472482
2021-11-25;29.507726
2021-11-26;29.944548
2021-11-27;28.235968
2021-11-28;28.315372
2021-11-29;28.550106
2021-11-30;27.908241
2021-12-01;27.909864
2021-12-02;28.394132
2021-12-03;28.297838
2021-12-04;28.477318
2021-12-05;22.301147
2021-12-06;28.272522
2021-12-07;28.372406
2021-12-08;28.284889
2021-12-09;27.926775
2021-12-10;27.979277
2021-12-11;28.394692
2021-12-12;20.203957
2021-12-13;19.638863
2021-12-14;23.239156
2021-12-15;26.533446
2021-12-16;26.749136
2021-12-17;27.69893
2021-12-18;23.67301
2021-12-19;18.584675
2021-12-20;22.364811
2021-12-21;21.673444
2021-12-22;23.548065
2021-12-23;24.359339
2021-12-24;21.541523
2021-12-25;19.860444
2021-12-26;17.592541
2021-12-27;21.742712
2021-12-28;17.41888
2021-12-29;16.949582
2021-12-30;17.836814
2021-12-31;19.155768
