;ds;pred;actual
1234;2021-05-19;24.66336141473805;21.528842
1235;2021-05-20;24.75470453331913;25.085692
1236;2021-05-21;24.94395019971821;25.124596
1237;2021-05-22;24.197344841751548;24.794134
1238;2021-05-23;23.258478148590267;20.487876
1239;2021-05-24;24.290382317497304;24.532939
1240;2021-05-25;24.344264954873694;24.583325
1241;2021-05-26;24.363888856612757;24.725825
1242;2021-05-27;24.419451458119283;24.752843
1243;2021-05-28;24.584835059344897;25.027724
1244;2021-05-29;23.82711400056164;25.150822
1245;2021-05-30;22.890449219293462;23.331644
1246;2021-05-31;23.93817162315682;24.36052
1247;2021-06-01;24.02150438188959;22.408397
1248;2021-06-02;24.08393765811791;24.490846
1249;2021-06-03;24.195108759225985;25.384644
1250;2021-06-04;24.428058899210406;26.283818
1251;2021-06-05;23.748752717401096;25.23669
1252;2021-06-06;22.899990841288165;25.999123
1253;2021-06-07;24.043516671024637;25.739112
1254;2021-06-08;24.228767120054595;26.145476
1255;2021-06-09;24.397280355664627;26.056331
1256;2021-06-10;24.616612946013205;26.089686
1257;2021-06-11;24.957636935731475;26.111743
1258;2021-06-12;24.384102250254077;25.020766
1259;2021-06-13;23.636593902395298;24.217967
1260;2021-06-14;24.8746843127943;24.019264
1261;2021-06-15;25.14572957643354;25.13234
1262;2021-06-16;25.389321797927565;25.068985
1263;2021-06-17;25.67124898008255;25.720228
1264;2021-06-18;26.060832083694162;26.070853
1265;2021-06-19;25.52052379090841;24.158062
1266;2021-06-20;24.789897633139272;23.57286
1267;2021-06-21;26.027827055140868;25.317842
1268;2021-06-22;26.281302597432312;23.59825
1269;2021-06-23;26.489898774572044;26.261064
1270;2021-06-24;26.7197417073983;21.873045
1271;2021-06-25;27.040846830923847;24.587697
1272;2021-06-26;26.416711053209355;28.368907
1273;2021-06-27;25.588288014704503;26.465526
1274;2021-06-28;26.71614615732567;28.896851
1275;2021-06-29;26.84925807258941;28.758995
1276;2021-06-30;26.92943314013947;28.965368
1277;2021-07-01;27.02524508971711;28.977685
1278;2021-07-02;27.209324514856583;28.329011
1279;2021-07-03;26.447901540388287;26.191957
1280;2021-07-04;25.484728224912075;25.185521
1281;2021-07-05;26.48318142713962;27.976678
1282;2021-07-06;26.49499569292629;29.912472
1283;2021-07-07;26.464639308730412;28.717168
1284;2021-07-08;26.463186312469656;28.62163
1285;2021-07-09;26.565555647882487;28.762049
1286;2021-07-10;25.74000379766831;28.729092
1287;2021-07-11;24.73200156085391;28.876909
1288;2021-07-12;25.70629671486992;28.817467
1289;2021-07-13;25.71561303543128;29.328019
1290;2021-07-14;25.704999619884017;28.67397
1291;2021-07-15;25.745683969668047;28.940171
1292;2021-07-16;25.912300531188762;28.986744
1293;2021-07-17;25.172381378626525;30.556245
1294;2021-07-18;24.270239877649495;29.431022
1295;2021-07-19;25.369049062694923;28.918519
1296;2021-07-20;25.51956500941243;28.91049
1297;2021-07-21;25.664508773881764;28.647296
1298;2021-07-22;25.872459803279263;28.774096
1299;2021-07-23;26.2151317982617;29.023534
1300;2021-07-24;25.656916836799937;21.892259
1301;2021-07-25;24.93882758627131;24.650554
1302;2021-07-26;26.22063820558113;28.739505
1303;2021-07-27;26.549672992027237;29.003129
1304;2021-07-28;26.865255046317767;28.779091
1305;2021-07-29;27.232666517776615;28.217164
1306;2021-07-30;27.72049005080809;28.494226
1307;2021-07-31;27.290215895303138;28.408902
1308;2021-08-01;26.68024320147837;28.517708
1309;2021-08-02;28.048074863469907;28.68518
1310;2021-08-03;28.43915382459875;30.593401
1311;2021-08-04;28.79135209657001;30.331454
1312;2021-08-05;29.168963176690553;30.364641
1313;2021-08-06;29.640066769154405;29.783028
1314;2021-08-07;29.16614973719614;29.567201
1315;2021-08-08;28.486111462358306;28.639141
1316;2021-08-09;29.7584528310694;29.683208
1317;2021-08-10;30.0300968215754;30.150066
1318;2021-08-11;30.240852207606473;30.41494
1319;2021-08-12;30.457371526341607;30.420651
1320;2021-08-13;30.750472870607908;30.736477
1321;2021-08-14;30.08471026321541;29.821013
1322;2021-08-15;29.202321781041377;29.222712
1323;2021-08-16;30.265355780187754;29.33922
1324;2021-08-17;30.324424442570244;30.027497
1325;2021-08-18;30.323097497719708;29.934656
1326;2021-08-19;30.33178866674564;30.303495
1327;2021-08-20;30.425005820404245;30.243234
1328;2021-08-21;29.570851043631272;23.847657
1329;2021-08-22;28.51490118084078;24.696551
1330;2021-08-23;29.42227056294248;27.118468
1331;2021-08-24;29.346306400304172;27.136133
1332;2021-08-25;29.232930847825713;26.731849
1333;2021-08-26;29.154483305499877;26.666377
1334;2021-08-27;29.18693480648709;26.617743
1335;2021-08-28;28.299361371013234;27.134267
1336;2021-08-29;27.237807399022373;26.499983
1337;2021-08-30;28.167341103833074;28.126376
1338;2021-08-31;28.14075257032609;28.325913
1339;2021-09-01;28.10290833982044;28.180737
1340;2021-09-02;28.124615781494413;28.252073
1341;2021-09-03;28.279868607012013;28.069572
1342;2021-09-04;27.53535973130698;27.456967
1343;2021-09-05;26.634391712566895;26.448312
1344;2021-09-06;27.73898578837895;26.966746
1345;2021-09-07;27.91605988708663;27.015706
1346;2021-09-08;28.05474197635799;27.434482
1347;2021-09-09;28.27450972253019;26.772105
1348;2021-09-10;28.62829483112626;26.721372
1349;2021-09-11;28.079168584957486;27.037379
1350;2021-09-12;27.366898482471257;24.493372
1351;2021-09-13;28.65012202767595;27.0194
1352;2021-09-14;28.97516500793958;26.694318
1353;2021-09-15;29.28051580833074;27.136761
1354;2021-09-16;29.63080670619575;28.041323
1355;2021-09-17;30.094171270674895;28.107548
1356;2021-09-18;29.631861967002607;23.841031
1357;2021-09-19;28.982256265250335;23.276179
1358;2021-09-20;30.303050543858202;23.572144
1359;2021-09-21;30.640089774312568;25.554118
1360;2021-09-22;30.931844457691533;27.361304
1361;2021-09-23;31.24338585351991;27.187713
1362;2021-09-24;31.64372889155342;25.074927
1363;2021-09-25;31.09542729243755;25.685208
1364;2021-09-26;30.338549771060805;24.285812
1365;2021-09-27;31.532837320275686;25.566881
1366;2021-09-28;31.726490384453232;25.621539
1367;2021-09-29;31.860598313137636;25.59359
1368;2021-09-30;32.00306313039381;22.466073
1369;2021-10-01;32.22588805941249;26.148707
1370;2021-10-02;31.494716408634847;21.93869
1371;2021-10-03;30.552750782608523;20.200572
1372;2021-10-04;31.56285369175888;21.819966
1373;2021-10-05;31.576279413343045;23.14812
1374;2021-10-06;31.537050483213566;26.030742
1375;2021-10-07;31.515831772180505;23.609967
1376;2021-10-08;31.58717341773193;26.374461
1377;2021-10-09;30.719008948117747;28.575979
1378;2021-10-10;29.656539181362472;27.097972
1379;2021-10-11;30.564303473116286;28.143214
1380;2021-10-12;30.500271664249595;28.438315
1381;2021-10-13;30.393288486154244;29.000375
1382;2021-10-14;30.33076910097771;29.044525
1383;2021-10-15;30.382107699325985;28.661109
1384;2021-10-16;29.515094706102285;28.363216
1385;2021-10-17;28.47442733115951;27.121159
1386;2021-10-18;29.42379656105671;29.58932
1387;2021-10-19;29.414617255037715;29.300834
1388;2021-10-20;29.3904144495727;29.229894
1389;2021-10-21;29.420718353104107;29.349305
1390;2021-10-22;29.578338648443413;29.483013
1391;2021-10-23;28.82890362449783;28.61415
1392;2021-10-24;27.914793763569968;27.061795
1393;2021-10-25;28.997270283431277;28.33639
1394;2021-10-26;29.125247692084287;28.312254
1395;2021-10-27;29.23972274235341;28.106268
1396;2021-10-28;29.407711574299245;26.488652
1397;2021-10-29;29.699565003193648;27.76935
1398;2021-10-30;29.078546858071004;26.335388
1399;2021-10-31;28.284804431163913;26.661702
1400;2021-11-01;29.47753102883245;28.354347
1401;2021-11-02;29.723410763645145;28.231204
1402;2021-11-03;29.90286689470698;29.246233
1403;2021-11-04;30.140437289426064;30.397736
1404;2021-11-05;30.48569322393042;29.650116
1405;2021-11-06;29.901039749200898;30.624156
1406;2021-11-07;29.126054478374595;26.922115
1407;2021-11-08;30.319655444245775;30.103053
1408;2021-11-09;30.528905132184697;29.29461
1409;2021-11-10;30.693462777305957;29.225342
1410;2021-11-11;30.879536539697767;30.36506
1411;2021-11-12;31.157205462641105;30.044247
1412;2021-11-13;30.48999618277729;30.358853
1413;2021-11-14;29.618843627932034;28.251287
1414;2021-11-15;30.710190120879354;29.685297
1415;2021-11-16;30.794992845429583;30.078636
1416;2021-11-17;30.83268924734882;30.299484
1417;2021-11-18;30.88557723102812;30.141613
1418;2021-11-19;31.025875652642753;29.562873
1419;2021-11-20;30.21931342941153;29.913904
1420;2021-11-21;29.20905599478983;27.741706
1421;2021-11-22;30.157815692490015;29.681267
1422;2021-11-23;30.11659557205963;28.970383
1423;2021-11-24;30.02907953317618;24.472482
1424;2021-11-25;29.96552131135417;29.507726
1425;2021-11-26;30.00000310005469;29.944548
1426;2021-11-27;29.09994967047674;28.235968
1427;2021-11-28;28.010028109846157;28.315372
1428;2021-11-29;28.89423431730323;28.550106
1429;2021-11-30;28.804616088700023;27.908241
1430;2021-12-01;28.685646070297757;27.909864
1431;2021-12-02;28.60809736589271;28.394132
1432;2021-12-03;28.646292837854105;28.297838
1433;2021-12-04;27.767614157379974;28.477318
1434;2021-12-05;26.71640086252485;22.301147
1435;2021-12-06;27.656040640269623;28.272522
1436;2021-12-07;27.637700676695292;28.372406
1437;2021-12-08;27.6047133006414;28.284889
1438;2021-12-09;27.62646858118489;27.926775
1439;2021-12-10;27.77568472457803;27.979277
1440;2021-12-11;27.01794206041975;28.394692
1441;2021-12-12;26.095610540615315;20.203957
1442;2021-12-13;27.169971565657594;19.638863
1443;2021-12-14;27.289983517428727;23.239156
1444;2021-12-15;27.396703701785103;26.533446
1445;2021-12-16;27.557218788105853;26.749136
1446;2021-12-17;27.841953975793853;27.69893
1447;2021-12-18;27.214246028495264;23.67301
1448;2021-12-19;26.414309427828005;18.584675
1449;2021-12-20;27.601395778151012;22.364811
1450;2021-12-21;27.82259515960853;21.673444
1451;2021-12-22;28.017291464653223;23.548065
1452;2021-12-23;28.251123164228627;24.359339
1453;2021-12-24;28.593319132889523;21.541523
1454;2021-12-25;27.990819314207684;19.860444
1455;2021-12-26;27.229632679496294;17.592541
1456;2021-12-27;28.42226115695307;21.742712
1457;2021-12-28;28.63125632691773;17.41888
1458;2021-12-29;28.796302281371855;16.949582
1459;2021-12-30;28.983647025745018;17.836814
1460;2021-12-31;29.263428360241882;19.155768
