;ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;All Souls' Day;All Souls' Day_lower;All Souls' Day_upper;Christmas;Christmas_lower;Christmas_upper;Independence Day;Independence Day_lower;Independence Day_upper;New Year's Day;New Year's Day_lower;New Year's Day_upper;Our Lady of the Apparition;Our Lady of the Apparition_lower;Our Lady of the Apparition_upper;Republic Proclamation Day;Republic Proclamation Day_lower;Republic Proclamation Day_upper;Tiradentes;Tiradentes_lower;Tiradentes_upper;Worker's Day;Worker's Day_lower;Worker's Day_upper;additive_terms;additive_terms_lower;additive_terms_upper;daily;daily_lower;daily_upper;holidays;holidays_lower;holidays_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
10;2018-01-11;18.4428690019848;16.359857694975464;24.666354433277103;18.4428690019848;18.4428690019848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.208798873807102;2.208798873807102;2.208798873807102;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.3210488694252919;0.3210488694252919;0.3210488694252919;0.799945445048373;0.799945445048373;0.799945445048373;0.0;0.0;0.0;20.6516678757919
11;2018-01-12;18.448263245459486;16.28710974186815;24.88126439501854;18.448263245459486;18.448263245459486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.28334186314944;2.28334186314944;2.28334186314944;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139334357;0.5407701139334357;0.5407701139334357;0.6547671898825675;0.6547671898825675;0.6547671898825675;0.0;0.0;0.0;20.731605108608925
12;2018-01-13;18.453657488934176;16.006430957586716;23.73442459993157;18.453657488934176;18.453657488934176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4217153890774492;1.4217153890774492;1.4217153890774492;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504294518;-0.16689860504294518;-0.16689860504294518;0.5008094347869579;0.5008094347869579;0.5008094347869579;0.0;0.0;0.0;19.875372878011625
13;2018-01-14;18.459051732408863;14.817729336722147;22.886584606470166;18.459051732408863;18.459051732408863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3683674193032239;0.3683674193032239;0.3683674193032239;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.059789524955937;-1.059789524955937;-1.059789524955937;0.34035238492572445;0.34035238492572445;0.34035238492572445;0.0;0.0;0.0;18.827419151712085
14;2018-01-15;18.464445975883553;15.593589779051507;23.54226475133015;18.464445975883553;18.464445975883553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2870852332977147;1.2870852332977147;1.2870852332977147;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.02351698394982641;0.02351698394982641;0.02351698394982641;0.17576369001445152;0.17576369001445152;0.17576369001445152;0.0;0.0;0.0;19.751531209181266
15;2018-01-16;18.46984021935824;15.775482565758825;23.959739814298366;18.46984021935824;18.46984021935824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.229711453716333;1.229711453716333;1.229711453716333;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.1324565566749162;0.1324565566749162;0.1324565566749162;0.00945033770798013;0.00945033770798013;0.00945033770798013;0.0;0.0;0.0;19.699551673074573
16;2018-01-17;18.475234462832933;15.613047671614838;23.607718079019577;18.475234462832933;18.475234462832933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1405099294254997;1.1405099294254997;1.1405099294254997;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.20889560601653917;0.20889560601653917;0.20889560601653917;-0.15619023592447623;-0.15619023592447623;-0.15619023592447623;0.0;0.0;0.0;19.61574439225843
17;2018-01-18;18.48062870630762;15.61057992308146;23.451928333374763;18.48062870630762;18.48062870630762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0900345991407492;1.0900345991407492;1.0900345991407492;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.32104886942350863;0.32104886942350863;0.32104886942350863;-0.3188188296161958;-0.3188188296161958;-0.3188188296161958;0.0;0.0;0.0;19.57066330544837
18;2018-01-19;18.48602294978231;15.65384143733842;23.471086782620628;18.48602294978231;18.48602294978231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.152372711422775;1.152372711422775;1.152372711422775;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139335621;0.5407701139335621;0.5407701139335621;-0.47620196184422353;-0.47620196184422353;-0.47620196184422353;0.0;0.0;0.0;19.638395661205085
19;2018-01-20;18.491417193256996;15.01066682833444;23.203411064772645;18.491417193256996;18.491417193256996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.294648770743369;0.294648770743369;0.294648770743369;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504462126;-0.16689860504462126;-0.16689860504462126;-0.6262571835454465;-0.6262571835454465;-0.6262571835454465;0.0;0.0;0.0;18.786065964000365
20;2018-01-21;18.496811436731686;13.696134984358341;21.755928621305205;18.496811436731686;18.496811436731686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.7390802488991853;-0.7390802488991853;-0.7390802488991853;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249559617;-1.0597895249559617;-1.0597895249559617;-0.7670952832766601;-0.7670952832766601;-0.7670952832766601;0.0;0.0;0.0;17.7577311878325
21;2018-01-22;18.502205680206373;14.851922424153727;22.51593967110034;18.502205680206373;18.502205680206373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21426303520869544;0.21426303520869544;0.21426303520869544;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.023516983950491125;0.023516983950491125;0.023516983950491125;-0.8970585080752321;-0.8970585080752321;-0.8970585080752321;0.0;0.0;0.0;18.71646871541507
22;2018-01-23;18.50759992368106;14.569252308376406;22.762100435465626;18.50759992368106;18.50759992368106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2055071151981264;0.2055071151981264;0.2055071151981264;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.13245655667511058;0.13245655667511058;0.13245655667511058;-1.0147540008104208;-1.0147540008104208;-1.0147540008104208;0.0;0.0;0.0;18.713107038879187
