;ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;All Souls' Day;All Souls' Day_lower;All Souls' Day_upper;Christmas;Christmas_lower;Christmas_upper;Independence Day;Independence Day_lower;Independence Day_upper;New Year's Day;New Year's Day_lower;New Year's Day_upper;Our Lady of the Apparition;Our Lady of the Apparition_lower;Our Lady of the Apparition_upper;Republic Proclamation Day;Republic Proclamation Day_lower;Republic Proclamation Day_upper;Tiradentes;Tiradentes_lower;Tiradentes_upper;Worker's Day;Worker's Day_lower;Worker's Day_upper;additive_terms;additive_terms_lower;additive_terms_upper;daily;daily_lower;daily_upper;holidays;holidays_lower;holidays_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
373;2019-01-09;20.400979427877182;18.66931235439156;26.78936719248757;20.400979427877182;20.400979427877182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.380369523905992;2.380369523905992;2.380369523905992;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.2088956060168653;0.2088956060168653;0.2088956060168653;1.08366935855569;1.08366935855569;1.08366935855569;0.0;0.0;0.0;22.781348951783173
374;2019-01-10;20.406373671444275;18.815851394567193;26.70275399249472;20.406373671444275;20.406373671444275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.374671919481257;2.374671919481257;2.374671919481257;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.3210488694238451;0.3210488694238451;0.3210488694238451;0.9658184907239754;0.9658184907239754;0.9658184907239754;0.0;0.0;0.0;22.781045590925533
375;2019-01-11;20.411767915011367;18.829066667272414;26.771788563200055;20.411767915011367;20.411767915011367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.46318777635798;2.46318777635798;2.46318777635798;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139344444;0.5407701139344444;0.5407701139344444;0.8346131030900991;0.8346131030900991;0.8346131030900991;0.0;0.0;0.0;22.874955691369347
376;2019-01-12;20.41716215857846;17.613009434158073;26.116843694156714;20.41716215857846;20.41716215857846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.612877263449892;1.612877263449892;1.612877263449892;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504399445;-0.16689860504399445;-0.16689860504399445;0.6919713091604501;0.6919713091604501;0.6919713091604501;0.0;0.0;0.0;22.030039422028352
377;2019-01-13;20.422556402145553;17.162444390181463;24.783150666270636;20.422556402145553;20.422556402145553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5680141459762567;0.5680141459762567;0.5680141459762567;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249558746;-1.0597895249558746;-1.0597895249558746;0.5399991115986946;0.5399991115986946;0.5399991115986946;0.0;0.0;0.0;20.99057054812181
378;2019-01-14;20.427950645712645;17.875929897825138;26.010600243462804;20.427950645712645;20.427950645712645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.492269065319802;1.492269065319802;1.492269065319802;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.02351698394959586;0.02351698394959586;0.02351698394959586;0.3809475220367696;0.3809475220367696;0.3809475220367696;0.0;0.0;0.0;21.92021971103245
379;2019-01-15;20.433344889279738;17.815125162711073;25.94448936416489;20.433344889279738;20.433344889279738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4374279029841237;1.4374279029841237;1.4374279029841237;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.1324565566748204;0.1324565566748204;0.1324565566748204;0.21716678697586672;0.21716678697586672;0.21716678697586672;0.0;0.0;0.0;21.87077279226386
380;2019-01-16;20.43873913284683;17.767982541800563;25.85567652908985;20.43873913284683;20.43873913284683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.347758794545087;1.347758794545087;1.347758794545087;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.208895606016751;0.208895606016751;0.208895606016751;0.051058629194899466;0.051058629194899466;0.051058629194899466;0.0;0.0;0.0;21.786497927391917
381;2019-01-17;20.444133376413923;17.68820871061404;25.84356130771909;20.444133376413923;20.444133376413923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2938808905328505;1.2938808905328505;1.2938808905328505;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.32104886942456196;0.32104886942456196;0.32104886942456196;-0.11497253822514815;-0.11497253822514815;-0.11497253822514815;0.0;0.0;0.0;21.738014266946774
382;2019-01-18;20.449527619981016;17.560888731339332;25.832735886526628;20.449527619981016;20.449527619981016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3500062333282032;1.3500062333282032;1.3500062333282032;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139352725;0.5407701139352725;0.5407701139352725;-0.27856843994050573;-0.27856843994050573;-0.27856843994050573;0.0;0.0;0.0;21.799533853309217
383;2019-01-19;20.45492186354811;17.190164573820773;25.168105519011498;20.45492186354811;20.45492186354811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4834411390687865;0.4834411390687865;0.4834411390687865;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.1668986050456705;-0.1668986050456705;-0.1668986050456705;-0.4374648152189796;-0.4374648152189796;-0.4374648152189796;0.0;0.0;0.0;20.938363002616896
384;2019-01-20;20.460316107115197;15.737003032157709;23.771561149435325;20.460316107115197;20.460316107115197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5615223288797078;-0.5615223288797078;-0.5615223288797078;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249562126;-1.0597895249562126;-1.0597895249562126;-0.5895373632569317;-0.5895373632569317;-0.5895373632569317;0.0;0.0;0.0;19.89879377823549
385;2019-01-21;20.46571035068229;16.656957934477298;24.957164627265772;20.46571035068229;20.46571035068229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3784767332371391;0.3784767332371391;0.3784767332371391;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.023516983948437306;0.023516983948437306;0.023516983948437306;-0.7328448100447348;-0.7328448100447348;-0.7328448100447348;0.0;0.0;0.0;20.84418708391943
386;2019-01-22;20.47110459427117;16.816326051616027;24.840096419701272;20.47110459427117;20.47110459427117;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35459291244064595;0.35459291244064595;0.35459291244064595;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.1324565566749393;0.1324565566749393;0.1324565566749393;-0.86566820356773;-0.86566820356773;-0.86566820356773;0.0;0.0;0.0;20.82569750671182
387;2019-01-23;20.476498837860053;16.426602029101403;24.373415571937027;20.476498837860053;20.476498837860053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3101545482988491;0.3101545482988491;0.3101545482988491;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.20889560601640905;0.20889560601640905;0.20889560601640905;-0.9865456170509965;-0.9865456170509965;-0.9865456170509965;0.0;0.0;0.0;20.786653386158903
388;2019-01-24;20.481893081448934;16.721022973427907;25.03050275549233;20.481893081448934;20.481893081448934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3145518980547347;0.3145518980547347;0.3145518980547347;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.32104886942386923;0.32104886942386923;0.32104886942386923;-1.0943015307025712;-1.0943015307025712;-1.0943015307025712;0.0;0.0;0.0;20.79644497950367
389;2019-01-25;20.487287325037816;16.79282929752756;24.972666962957028;20.487287325037816;20.487287325037816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4405044040521545;0.4405044040521545;0.4405044040521545;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139332984;0.5407701139332984;0.5407701139332984;-1.1880702692145806;-1.1880702692145806;-1.1880702692145806;0.0;0.0;0.0;20.92779172908997
390;2019-01-26;20.492681568626697;16.299483054787032;24.153677031213785;20.492681568626697;20.492681568626697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.34640703866629957;-0.34640703866629957;-0.34640703866629957;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504510268;-0.16689860504510268;-0.16689860504510268;-1.2673129929546334;-1.2673129929546334;-1.2673129929546334;0.0;0.0;0.0;20.146274529960397
391;2019-01-27;20.49807581221558;15.069534687359168;23.305837343930033;20.49807581221558;20.49807581221558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.3038128384818193;-1.3038128384818193;-1.3038128384818193;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249562372;-1.0597895249562372;-1.0597895249562372;-1.331827872859019;-1.331827872859019;-1.331827872859019;0.0;0.0;0.0;19.19426297373376
392;2019-01-28;20.50347005580446;15.857406480801233;24.181363900438647;20.50347005580446;20.50347005580446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.2704316764201423;-0.2704316764201423;-0.2704316764201423;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.023516983949102045;0.023516983949102045;0.023516983949102045;-1.381753219702681;-1.381753219702681;-1.381753219702681;0.0;0.0;0.0;20.23303837938432
393;2019-01-29;20.50886429939334;16.240155392238584;24.643563159055468;20.50886429939334;20.50886429939334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1973023687661707;-0.1973023687661707;-0.1973023687661707;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.13245655667505826;0.13245655667505826;0.13245655667505826;-1.4175634847746654;-1.4175634847746654;-1.4175634847746654;0.0;0.0;0.0;20.31156193062717
394;2019-01-30;20.51425854298222;16.20002663401015;24.107248234587516;20.51425854298222;20.51425854298222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.143358032454461;-0.143358032454461;-0.143358032454461;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.20889560601743382;0.20889560601743382;0.20889560601743382;-1.4400581978053313;-1.4400581978053313;-1.4400581978053313;0.0;0.0;0.0;20.370900510527758
395;2019-01-31;20.5196527865711;16.28535248663376;24.443569134610822;20.5196527865711;20.5196527865711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.041490627408150973;-0.041490627408150973;-0.041490627408150973;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.32104886942490524;0.32104886942490524;0.32104886942490524;-1.4503440561664926;-1.4503440561664926;-1.4503440561664926;0.0;0.0;0.0;20.47816215916295
396;2019-02-01;20.525047030159982;16.641318347317767;24.905888549155694;20.525047030159982;20.525047030159982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17876414964356171;0.17876414964356171;0.17876414964356171;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139348261;0.5407701139348261;0.5407701139348261;-1.449810523624701;-1.449810523624701;-1.449810523624701;0.0;0.0;0.0;20.703811179803544
397;2019-02-02;20.530441273748863;15.861875707278095;23.672022094909465;20.530441273748863;20.530441273748863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5191934798704575;-0.5191934798704575;-0.5191934798704575;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.1668986050445487;-0.1668986050445487;-0.1668986050445487;-1.4400994341593454;-1.4400994341593454;-1.4400994341593454;0.0;0.0;0.0;20.011247793878407
398;2019-02-03;20.535835517337745;15.234833001993405;23.23409672666544;20.535835517337745;20.535835517337745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.3950541891924106;-1.3950541891924106;-1.3950541891924106;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249562617;-1.0597895249562617;-1.0597895249562617;-1.4230692235695852;-1.4230692235695852;-1.4230692235695852;0.0;0.0;0.0;19.140781328145334
399;2019-02-04;20.541229760926626;16.465855923148002;24.65636589815889;20.541229760926626;20.541229760926626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.28943298268541584;-0.28943298268541584;-0.28943298268541584;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.02351698394978605;0.02351698394978605;0.02351698394978605;-1.4007545259686385;-1.4007545259686385;-1.4007545259686385;0.0;0.0;0.0;20.25179677824121
400;2019-02-05;20.546624004515508;16.142840227130495;24.586678636338608;20.546624004515508;20.546624004515508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1550608553124777;-0.1550608553124777;-0.1550608553124777;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.1324565566751772;0.1324565566751772;0.1324565566751772;-1.3753219713210914;-1.3753219713210914;-1.3753219713210914;0.0;0.0;0.0;20.39156314920303
401;2019-02-06;20.55201824810439;16.557191435162135;24.47813746233891;20.55201824810439;20.55201824810439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.05232293632989752;-0.05232293632989752;-0.05232293632989752;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.2088956060184586;0.2088956060184586;0.2088956060184586;-1.3490231016817928;-1.3490231016817928;-1.3490231016817928;0.0;0.0;0.0;20.49969531177449
402;2019-02-07;20.55741249169327;16.637867666776717;24.353499534512128;20.55741249169327;20.55741249169327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08470804277349851;0.08470804277349851;0.08470804277349851;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.3210488694242125;0.3210488694242125;0.3210488694242125;-1.3241453859841505;-1.3241453859841505;-1.3241453859841505;0.0;0.0;0.0;20.64212053446677
403;2019-02-08;20.562806735282148;16.568124240365876;24.71914517536912;20.562806735282148;20.562806735282148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32561231858476447;0.32561231858476447;0.32561231858476447;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139342532;0.5407701139342532;0.5407701139342532;-1.3029623546829254;-1.3029623546829254;-1.3029623546829254;0.0;0.0;0.0;20.88841905386691
404;2019-02-09;20.56820097887103;16.15661697589622;24.289907773361236;20.56820097887103;20.56820097887103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.36677794106934397;-0.36677794106934397;-0.36677794106934397;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504622472;-0.16689860504622472;-0.16689860504622472;-1.287683895356556;-1.287683895356556;-1.287683895356556;0.0;0.0;0.0;20.201423037801685
405;2019-02-10;20.573595222459907;15.545641892527952;23.4629218263169;20.573595222459907;20.573595222459907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.2523927137000554;-1.2523927137000554;-1.2523927137000554;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249556786;-1.0597895249556786;-1.0597895249556786;-1.2804077480778138;-1.2804077480778138;-1.2804077480778138;0.0;0.0;0.0;19.321202508759853
406;2019-02-11;20.57898946604879;16.095817331037935;24.33733119240341;20.57898946604879;20.57898946604879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.17175167169831457;-0.17175167169831457;-0.17175167169831457;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.02351698394858897;0.02351698394858897;0.02351698394858897;-1.28307321498034;-1.28307321498034;-1.28307321498034;0.0;0.0;0.0;20.407237794350475
407;2019-02-12;20.58438370963767;16.189295575659216;24.955836011582424;20.58438370963767;20.58438370963767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.07715693651097985;-0.07715693651097985;-0.07715693651097985;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.13245655667472875;0.13245655667472875;0.13245655667472875;-1.2974180525191452;-1.2974180525191452;-1.2974180525191452;0.0;0.0;0.0;20.50722677312669
408;2019-02-13;20.58977795322655;16.589400924518845;24.680883426080033;20.58977795322655;20.58977795322655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.028239283065444;-0.028239283065444;-0.028239283065444;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.20889560601697754;0.20889560601697754;0.20889560601697754;-1.3249394484158579;-1.3249394484158579;-1.3249394484158579;0.0;0.0;0.0;20.56153867016111
409;2019-02-14;20.595172196815433;16.748351965880012;24.946376403703777;20.595172196815433;20.595172196815433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04199352907934431;0.04199352907934431;0.04199352907934431;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.3210488694249294;0.3210488694249294;0.3210488694249294;-1.3668598996790218;-1.3668598996790218;-1.3668598996790218;0.0;0.0;0.0;20.63716572589478
410;2019-02-15;20.600566440404315;16.92464422224651;24.763709967132538;20.600566440404315;20.600566440404315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2044759680631136;0.2044759680631136;0.2044759680631136;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139336802;0.5407701139336802;0.5407701139336802;-1.4240987052040033;-1.4240987052040033;-1.4240987052040033;0.0;0.0;0.0;20.80504240846743
411;2019-02-16;20.605960683993196;16.2023268774267;24.05730555520519;20.605960683993196;20.605960683993196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5763437142950424;-0.5763437142950424;-0.5763437142950424;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.1668986050422979;-0.1668986050422979;-0.1668986050422979;-1.4972496685861814;-1.4972496685861814;-1.4972496685861814;0.0;0.0;0.0;20.029616969698154
412;2019-02-17;20.611354927582077;15.186577566832913;23.081156174963112;20.611354927582077;20.611354927582077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5585504420664118;-1.5585504420664118;-1.5585504420664118;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249566245;-1.0597895249566245;-1.0597895249566245;-1.5865654764432238;-1.5865654764432238;-1.5865654764432238;0.0;0.0;0.0;19.052804485515665
413;2019-02-18;20.616749171170955;16.03374840636882;23.91502077684781;20.616749171170955;20.616749171170955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5806275343090619;-0.5806275343090619;-0.5806275343090619;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.023516983949272974;0.023516983949272974;0.023516983949272974;-1.6919490775917712;-1.6919490775917712;-1.6919490775917712;0.0;0.0;0.0;20.036121636861893
414;2019-02-19;20.622143414759837;15.927575373950392;24.103865741127265;20.622143414759837;20.622143414759837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.5926911258864213;-0.5926911258864213;-0.5926911258864213;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.13245655667549053;0.13245655667549053;0.13245655667549053;-1.812952241895348;-1.812952241895348;-1.812952241895348;0.0;0.0;0.0;20.029452288873415
415;2019-02-20;20.627537658348718;15.897493169593059;24.1703245996198;20.627537658348718;20.627537658348718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.6520811623011267;-0.6520811623011267;-0.6520811623011267;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.20889560601777465;0.20889560601777465;0.20889560601777465;-1.9487813276523378;-1.9487813276523378;-1.9487813276523378;0.0;0.0;0.0;19.97545649604759
416;2019-02-21;20.6329319019376;15.783049610209707;23.850208224391796;20.6329319019376;20.6329319019376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.6894567074969731;-0.6894567074969731;-0.6894567074969731;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.3210488694256465;0.3210488694256465;0.3210488694256465;-2.0983101362560563;-2.0983101362560563;-2.0983101362560563;0.0;0.0;0.0;19.943475194440627
417;2019-02-22;20.63832614552648;16.060784023730758;23.82624656034084;20.63832614552648;20.63832614552648;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.6315249124894587;-0.6315249124894587;-0.6315249124894587;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;0.5407701139338067;0.5407701139338067;0.5407701139338067;-2.260099585756702;-2.260099585756702;-2.260099585756702;0.0;0.0;0.0;20.006801233037024
418;2019-02-23;20.643720389115362;15.234234454680584;23.035453097794253;20.643720389115362;20.643720389115362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.5115178397508668;-1.5115178397508668;-1.5115178397508668;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-0.16689860504397397;-0.16689860504397397;-0.16689860504397397;-2.4324237940403295;-2.4324237940403295;-2.4324237940403295;0.0;0.0;0.0;19.132202549364496
419;2019-02-24;20.649114632704244;14.070148685831033;22.156380678888667;20.649114632704244;20.649114632704244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.5852869961647635;-2.5852869961647635;-2.5852869961647635;1.0878045593334367;1.0878045593334367;1.0878045593334367;0.0;0.0;0.0;-1.0597895249560412;-1.0597895249560412;-1.0597895249560412;-2.6133020305421586;-2.6133020305421586;-2.6133020305421586;0.0;0.0;0.0;18.06382763653948
