;ds;y
997;2020-09-24;28.525649
998;2020-09-25;27.547558
999;2020-09-26;24.623085
1000;2020-09-27;23.562691
1001;2020-09-28;27.843952
1002;2020-09-29;27.476058
1003;2020-09-30;28.255115
1004;2020-10-01;28.870847
1005;2020-10-02;28.537516
1006;2020-10-03;28.264843
1007;2020-10-04;25.78047
1008;2020-10-05;28.41172
1009;2020-10-06;26.695451
1010;2020-10-07;27.410969
1011;2020-10-08;28.283624
1012;2020-10-09;28.000057
1013;2020-10-10;25.795201
1014;2020-10-11;22.255047
1015;2020-10-12;22.642518
1016;2020-10-13;25.893655
1017;2020-10-14;22.825701
1018;2020-10-15;21.853651
1019;2020-10-16;24.682229
1020;2020-10-17;27.874639
1021;2020-10-18;26.410138
1022;2020-10-19;27.527887
1023;2020-10-20;27.991957
1024;2020-10-21;28.200621
1025;2020-10-22;27.561982
1026;2020-10-23;27.254423
1027;2020-10-24;24.177488
1028;2020-10-25;24.890789
1029;2020-10-26;27.263877
1030;2020-10-27;27.305311
1031;2020-10-28;27.419654
1032;2020-10-29;28.040638
1033;2020-10-30;27.587406
1034;2020-10-31;27.056573
1035;2020-11-01;23.061455
1036;2020-11-02;26.233902
1037;2020-11-03;27.84866
1038;2020-11-04;27.574124
1039;2020-11-05;27.674383
1040;2020-11-06;27.283731
1041;2020-11-07;27.653409
1042;2020-11-08;25.251917
1043;2020-11-09;27.854475
1044;2020-11-10;27.633149
1045;2020-11-11;27.968096
1046;2020-11-12;27.666637
1047;2020-11-13;27.726379
1048;2020-11-14;27.559407
1049;2020-11-15;25.272629
1050;2020-11-16;27.634239
1051;2020-11-17;27.815625
1052;2020-11-18;27.502136
1053;2020-11-19;27.560724
1054;2020-11-20;26.9039
1055;2020-11-21;23.238354
1056;2020-11-22;24.152471
1057;2020-11-23;27.71457
1058;2020-11-24;26.411789
1059;2020-11-25;26.514203
1060;2020-11-26;27.179057
1061;2020-11-27;27.279414
1062;2020-11-28;26.684498
1063;2020-11-29;23.936733
1064;2020-11-30;24.452159
1065;2020-12-01;25.424729
1066;2020-12-02;27.634538
1067;2020-12-03;27.585189
1068;2020-12-04;27.54439
1069;2020-12-05;27.428098
1070;2020-12-06;26.141458
1071;2020-12-07;24.755537
1072;2020-12-08;25.372224
1073;2020-12-09;27.052846
1074;2020-12-10;27.01352
1075;2020-12-11;27.132353
1076;2020-12-12;26.481291
1077;2020-12-13;26.279501
1078;2020-12-14;27.183046
1079;2020-12-15;24.935419
1080;2020-12-16;24.763612
1081;2020-12-17;25.958359
1082;2020-12-18;24.949207
1083;2020-12-19;23.977645
1084;2020-12-20;22.867287
1085;2020-12-21;24.590876
1086;2020-12-22;25.561536
1087;2020-12-23;25.534107
1088;2020-12-24;24.183042
1089;2020-12-25;22.435383
1090;2020-12-26;22.452993
1091;2020-12-27;22.889017
1092;2020-12-28;24.49237
1093;2020-12-29;24.524423
1094;2020-12-30;23.104828
1095;2020-12-31;23.170982
